constructor_results_id,race_id,constructor_id,points
354,112,33,4.0
355,112,64,3.0
356,112,173,0.0
357,112,90,0.0
358,112,5,0.0
359,112,93,1.0
360,112,92,0.0
361,112,52,0.0
362,112,25,0.0
363,112,169,9.0
364,112,167,6.0
365,113,92,3.0
366,113,5,4.0
367,113,90,0.0
368,113,33,6.0
369,113,64,2.0
370,113,173,0.0
371,113,93,0.0
372,113,167,0.0
373,113,25,0.0
374,113,52,0.0
375,113,169,9.0
376,114,169,9.0
377,114,167,6.0
378,114,64,0.0
379,114,52,0.0
380,114,33,3.0
381,114,90,0.0
382,114,5,0.0
383,114,92,0.0
384,114,25,0.0
385,114,173,1.0
386,114,84,0.0
387,115,84,0.0
388,115,92,0.0
389,115,90,0.0
390,115,95,0.0
391,115,169,9.0
392,115,5,6.0
393,115,64,4.0
394,115,93,0.0
395,115,167,0.0
396,115,52,0.0
397,115,33,0.0
398,115,25,0.0
399,115,173,1.0
400,116,5,9.0
401,116,174,0.0
402,116,169,6.0
403,116,93,3.0
404,116,173,2.0
405,116,52,0.0
406,116,33,0.0
407,116,90,0.0
408,116,25,0.0
409,116,95,0.0
410,116,167,1.0
411,116,64,4.0
412,117,33,2.0
413,117,92,3.0
414,117,167,4.0
415,117,64,6.0
416,117,169,9.0
417,117,52,0.0
418,117,25,0.0
419,117,176,0.0
420,117,5,0.0
421,117,90,0.0
422,117,93,0.0
423,117,163,0.0
424,117,173,0.0
425,117,170,0.0
426,117,95,0.0
427,118,52,0.0
428,118,64,9.0
429,118,169,4.0
430,118,25,0.0
431,118,173,0.0
432,118,167,0.0
433,118,96,0.0
434,118,93,1.0
435,118,5,2.0
436,118,33,3.0
437,119,64,4.0
438,119,173,0.0
439,119,167,2.0
440,119,169,9.0
441,119,93,0.0
442,119,33,6.0
443,119,5,0.0
444,119,25,0.0
445,119,31,0.0
446,119,52,0.0
447,120,64,4.0
448,120,169,9.0
449,120,33,6.0
450,120,167,3.0
451,120,173,0.0
452,120,93,0.0
453,120,87,0.0
454,120,163,0.0
455,120,177,0.0
456,120,49,0.0
457,120,25,0.0
458,120,5,2.0
459,121,92,0.0
460,121,90,0.0
461,121,180,0.0
462,121,5,0.0
463,121,64,9.0
464,121,173,1.0
465,121,167,2.0
466,121,169,4.0
467,122,93,0.0
468,122,173,2.0
469,122,180,1.0
470,122,167,0.0
471,122,178,0.0
472,122,64,3.0
473,122,169,9.0
474,122,5,6.0
475,123,90,0.0
476,123,167,6.0
477,123,169,9.0
478,123,64,3.0
479,123,173,0.0
480,123,5,0.0
481,123,180,4.0
482,123,92,0.0
483,124,167,1.0
484,124,173,0.0
485,124,5,0.0
486,124,169,3.0
487,124,64,6.0
488,124,178,0.0
489,124,180,9.0
490,124,92,0.0
491,125,173,0.0
492,125,5,4.0
493,125,180,3.0
494,125,167,1.0
495,125,92,0.0
496,125,178,0.0
497,125,64,6.0
498,125,179,0.0
499,125,169,9.0
500,126,180,0.0
501,126,178,3.0
502,126,64,6.0
503,126,5,9.0
504,126,167,0.0
505,126,10,0.0
506,126,169,0.0
507,126,173,0.0
508,126,90,0.0
509,127,178,0.0
510,127,169,0.0
511,127,64,6.0
512,127,167,0.0
513,127,180,4.0
514,127,92,2.0
515,127,173,0.0
516,127,5,9.0
517,128,180,0.0
518,128,178,0.0
519,128,169,1.0
520,128,92,2.0
521,128,94,0.0
522,128,10,0.0
523,128,64,3.0
524,128,167,6.0
525,128,5,9.0
526,128,173,0.0
527,129,169,2.0
528,129,5,6.0
529,129,92,1.0
530,129,173,0.0
531,129,180,0.0
532,129,10,0.0
533,129,64,9.0
534,129,178,4.0
535,129,167,0.0
536,130,180,9.0
537,130,169,3.0
538,130,167,0.0
539,130,64,0.0
540,130,92,0.0
541,130,178,0.0
542,130,173,0.0
543,130,5,6.0
544,131,169,9.0
545,131,5,6.0
546,131,64,4.0
547,131,178,0.0
548,131,180,0.0
549,131,49,0.0
550,131,173,0.0
551,131,182,0.0
552,131,167,2.0
553,131,179,0.0
554,131,163,0.0
555,131,91,0.0
556,131,177,0.0
557,131,181,0.0
558,131,183,0.0
559,132,64,9.0
560,132,173,0.0
561,132,169,0.0
562,132,180,0.0
563,132,178,1.0
564,132,167,2.0
565,132,10,0.0
566,132,5,6.0
567,133,10,1.0
568,133,173,0.0
569,133,5,0.0
570,133,180,3.0
571,133,178,0.0
572,133,64,6.0
573,133,169,9.0
574,133,167,4.0
575,134,169,9.0
576,134,64,6.0
577,134,5,4.0
578,134,180,3.0
579,134,178,1.0
580,134,173,0.0
581,134,167,0.0
582,134,10,0.0
583,135,10,0.0
584,135,183,0.0
585,135,167,0.0
586,135,178,0.0
587,135,180,1.0
588,135,5,4.0
589,135,64,6.0
590,135,169,9.0
591,135,173,0.0
592,136,180,4.0
593,136,10,1.0
594,136,5,0.0
595,136,178,0.0
596,136,167,0.0
597,136,169,9.0
598,136,64,6.0
599,136,173,0.0
600,137,173,0.0
601,137,178,0.0
602,137,5,1.0
603,137,167,3.0
604,137,180,4.0
605,137,64,6.0
606,137,169,9.0
607,138,178,0.0
608,138,64,9.0
609,138,180,4.0
610,138,167,2.0
611,138,173,1.0
612,138,169,0.0
613,138,10,0.0
614,138,5,3.0
615,139,169,0.0
616,139,64,9.0
617,139,180,6.0
618,139,5,3.0
619,139,173,0.0
620,139,10,0.0
621,139,167,1.0
622,139,178,0.0
623,140,64,0.0
624,140,178,3.0
625,140,169,4.0
626,140,167,0.0
627,140,180,6.0
628,140,10,9.0
629,140,5,0.0
630,140,173,1.0
631,141,188,0.0
632,141,163,0.0
633,141,180,0.0
634,141,169,0.0
635,141,5,6.0
636,141,173,0.0
637,141,64,9.0
638,141,184,0.0
639,141,178,0.0
640,142,163,6.0
641,142,188,3.0
642,142,5,9.0
643,142,185,0.0
644,142,169,0.0
645,142,64,0.0
646,142,173,0.0
647,142,180,0.0
648,142,186,0.0
649,143,64,0.0
650,143,178,1.0
651,143,169,0.0
652,143,180,0.0
653,143,186,2.0
654,143,173,0.0
655,143,5,6.0
656,143,163,3.0
657,143,188,9.0
658,144,188,15.0
659,144,163,2.0
660,144,169,3.0
661,144,173,0.0
662,144,189,0.0
663,144,178,0.0
664,144,186,0.0
665,144,185,1.0
666,144,64,4.0
667,144,89,0.0
668,144,180,0.0
669,145,173,2.0
670,145,5,1.0
671,145,188,9.0
672,145,64,6.0
673,145,180,0.0
674,145,163,0.0
675,145,178,0.0
676,145,169,4.0
677,145,186,0.0
678,146,188,9.0
679,146,163,6.0
680,146,64,3.0
681,146,5,1.0
682,146,173,0.0
683,146,186,0.0
684,146,180,0.0
685,146,169,0.0
686,146,178,0.0
687,146,189,0.0
688,147,188,4.0
689,147,5,9.0
690,147,187,0.0
691,147,163,3.0
692,147,173,2.0
693,147,178,0.0
694,147,186,0.0
695,147,180,1.0
696,147,64,0.0
697,147,10,0.0
698,147,169,0.0
699,148,64,0.0
700,148,187,0.0
701,148,169,1.0
702,148,184,2.0
703,148,10,0.0
704,148,186,0.0
705,148,173,9.0
706,148,5,0.0
707,148,188,0.0
708,148,163,6.0
709,149,186,2.0
710,149,188,6.0
711,149,10,3.0
712,149,187,0.0
713,149,64,0.0
714,149,184,0.0
715,149,173,0.0
716,149,163,9.0
717,150,180,2.0
718,150,188,3.0
719,150,181,0.0
720,150,173,0.0
721,150,186,0.0
722,150,64,0.0
723,150,10,4.0
724,150,167,6.0
725,150,163,9.0
726,151,186,0.0
727,151,10,0.0
728,151,187,0.0
729,151,80,0.0
730,151,180,0.0
731,151,64,1.0
732,151,188,9.0
733,151,173,6.0
734,151,5,4.0
735,151,191,3.0
736,151,163,2.0
737,151,169,0.0
738,152,163,0.0
739,152,187,0.0
740,152,64,0.0
741,152,173,0.0
742,152,10,0.0
743,152,5,3.0
744,152,188,6.0
745,152,177,9.0
746,152,180,0.0
747,152,191,0.0
748,153,180,0.0
749,153,177,1.0
750,153,187,9.0
751,153,64,8.0
752,153,163,3.0
753,153,5,4.0
754,153,188,0.0
755,153,10,0.0
756,154,64,4.0
757,154,187,0.0
758,154,177,0.0
759,154,180,0.0
760,154,163,3.0
761,154,188,9.0
762,154,5,0.0
763,155,180,0.0
764,155,187,0.0
765,155,190,0.0
766,155,5,4.0
767,155,177,9.0
768,155,188,6.0
769,155,10,1.0
770,155,163,2.0
771,155,64,0.0
772,156,187,0.0
773,156,10,3.0
774,156,5,4.0
775,156,188,9.0
776,156,179,0.0
777,156,64,0.0
778,156,25,0.0
779,156,177,0.0
780,156,80,0.0
781,156,88,0.0
782,156,163,2.0
783,157,188,9.0
784,157,173,0.0
785,157,187,4.0
786,157,177,3.0
787,157,5,1.0
788,157,191,0.0
789,157,186,0.0
790,157,64,2.0
791,157,163,0.0
792,157,167,0.0
793,158,191,0.0
794,158,10,9.0
795,158,187,0.0
796,158,5,0.0
797,158,64,2.0
798,158,163,3.0
799,158,177,4.0
800,158,188,6.0
801,159,163,3.0
802,159,188,4.0
803,159,184,0.0
804,159,177,9.0
805,159,5,0.0
806,159,191,0.0
807,159,187,0.0
808,159,64,0.0
809,159,10,0.0
810,160,163,1.0
811,160,5,0.0
812,160,64,2.0
813,160,10,3.0
814,160,188,6.0
815,160,177,9.0
816,160,191,0.0
817,160,173,0.0
818,160,186,0.0
819,160,184,0.0
820,161,180,0.0
821,161,187,0.0
822,161,87,0.0
823,161,167,0.0
824,161,192,0.0
825,161,163,0.0
826,161,193,1.0
827,161,191,2.0
828,161,5,3.0
829,161,188,4.0
830,161,177,9.0
831,161,64,0.0
832,161,10,0.0
833,162,184,6.0
834,162,193,2.0
835,162,188,0.0
836,162,64,0.0
837,162,5,0.0
838,162,10,0.0
839,162,177,9.0
840,162,192,4.0
841,163,177,9.0
842,163,64,6.0
843,163,192,4.0
844,163,184,2.0
845,163,10,0.0
846,163,191,0.0
847,163,187,0.0
848,163,188,0.0
849,163,193,0.0
850,163,80,0.0
851,164,80,0.0
852,164,192,1.0
853,164,184,9.0
854,164,193,3.0
855,164,188,0.0
856,164,191,0.0
857,164,10,0.0
858,164,177,2.0
859,164,64,6.0
860,164,5,4.0
861,165,188,2.0
862,165,5,3.0
863,165,64,4.0
864,165,192,0.0
865,165,193,9.0
866,165,184,0.0
867,165,10,0.0
868,165,177,0.0
869,165,191,0.0
870,165,80,6.0
871,166,192,3.0
872,166,5,9.0
873,166,10,6.0
874,166,193,4.0
875,166,177,0.0
876,166,184,2.0
877,166,64,1.0
878,166,80,0.0
879,166,188,0.0
880,167,5,6.0
881,167,177,9.0
882,167,10,2.0
883,167,80,0.0
884,167,187,0.0
885,167,191,0.0
886,167,184,3.0
887,167,188,0.0
888,167,193,1.0
889,167,192,0.0
890,167,64,0.0
891,168,10,0.0
892,168,187,0.0
893,168,184,0.0
894,168,177,6.0
895,168,188,4.0
896,168,193,9.0
897,168,192,0.0
898,168,80,0.0
899,168,0,0.0
900,168,5,3.0
901,168,25,0.0
902,168,64,1.0
903,169,177,0.0
904,169,188,0.0
905,169,10,0.0
906,169,187,0.0
907,169,192,0.0
908,169,191,1.0
909,169,80,2.0
910,169,64,3.0
911,169,5,4.0
912,169,193,6.0
913,169,184,9.0
914,170,184,9.0
915,170,64,4.0
916,170,177,3.0
917,170,192,2.0
918,170,193,1.0
919,170,80,0.0
920,170,5,0.0
921,170,188,0.0
922,170,10,0.0
923,170,191,0.0
924,171,191,0.0
925,171,188,0.0
926,171,192,0.0
927,171,193,9.0
928,171,5,0.0
929,171,10,4.0
930,171,184,3.0
931,171,64,0.0
932,171,0,0.0
933,171,177,6.0
934,171,80,0.0
935,172,188,0.0
936,172,80,0.0
937,172,10,2.0
938,172,184,6.0
939,172,64,3.0
940,172,5,0.0
941,172,193,0.0
942,172,192,0.0
943,172,177,9.0
944,173,184,4.0
945,173,193,9.0
946,173,188,0.0
947,173,64,0.0
948,173,5,0.0
949,173,177,6.0
950,173,179,0.0
951,174,193,9.0
952,174,177,0.0
953,174,5,0.0
954,174,179,1.0
955,174,64,2.0
956,174,184,6.0
957,175,179,6.0
958,175,193,0.0
959,175,5,0.0
960,175,64,0.0
961,175,163,0.0
962,175,184,2.0
963,175,177,9.0
964,176,5,4.0
965,176,184,3.0
966,176,179,2.0
967,176,193,9.0
968,176,177,6.0
969,176,64,0.0
970,177,179,4.0
971,177,193,9.0
972,177,5,0.0
973,177,177,1.0
974,177,184,3.0
975,178,64,0.0
976,178,179,6.0
977,178,193,9.0
978,178,5,0.0
979,178,177,3.0
980,178,184,4.0
981,179,184,4.0
982,179,64,0.0
983,179,179,9.0
984,179,194,0.0
985,179,193,6.0
986,179,177,3.0
987,180,177,6.0
988,180,184,3.0
989,180,179,2.0
990,180,5,1.0
991,180,64,0.0
992,180,193,9.0
993,181,64,0.0
994,181,186,0.0
995,181,179,9.0
996,181,193,3.0
997,181,5,0.0
998,181,184,2.0
999,181,177,4.0
1000,181,180,0.0
1001,182,179,6.0
1002,182,184,0.0
1003,182,64,4.0
1004,182,5,2.0
1005,182,193,0.0
1006,182,177,9.0
1007,183,177,0.0
1008,183,179,6.0
1009,183,184,9.0
1010,183,64,1.0
1011,183,193,3.0
1012,183,5,0.0
1013,184,31,2.0
1014,184,36,4.0
1015,184,64,0.0
1016,184,80,3.0
1017,184,184,6.0
1018,184,33,9.0
1019,184,84,0.0
1020,184,5,0.0
1021,185,184,6.0
1022,185,36,9.0
1023,185,84,0.0
1024,185,195,0.0
1025,185,31,3.0
1026,185,5,0.0
1027,185,64,0.0
1028,185,80,0.0
1029,185,33,0.0
1030,186,184,3.0
1031,186,195,0.0
1032,186,84,0.0
1033,186,36,0.0
1034,186,33,6.0
1035,186,31,9.0
1036,186,5,0.0
1037,186,80,4.0
1038,186,64,1.0
1039,187,33,2.0
1040,187,64,9.0
1041,187,80,4.0
1042,187,36,6.0
1043,187,84,0.0
1044,187,5,3.0
1045,187,31,0.0
1046,188,84,0.0
1047,188,33,0.0
1048,188,5,4.0
1049,188,195,0.0
1050,188,184,1.0
1051,188,31,9.0
1052,188,36,6.0
1053,188,80,2.0
1054,188,83,0.0
1055,188,64,0.0
1056,189,31,9.0
1057,189,36,6.0
1058,189,195,0.0
1059,189,83,0.0
1060,189,64,0.0
1061,189,5,0.0
1062,189,80,2.0
1063,189,184,3.0
1064,189,33,4.0
1065,190,184,4.0
1066,190,5,3.0
1067,190,36,2.0
1068,190,33,6.0
1069,190,31,9.0
1070,190,64,0.0
1071,190,195,0.0
1072,190,80,0.0
1073,190,61,0.0
1074,191,61,0.0
1075,191,5,6.0
1076,191,80,1.0
1077,191,33,2.0
1078,191,184,4.0
1079,191,31,12.0
1080,191,36,0.0
1081,191,84,0.0
1082,191,64,0.0
1083,191,195,0.0
1084,191,83,0.0
1085,192,36,0.0
1086,192,184,0.0
1087,192,195,0.0
1088,192,31,0.0
1089,192,61,0.0
1090,192,64,5.0
1091,192,83,0.0
1092,192,84,0.0
1093,192,80,1.0
1094,192,33,4.0
1095,192,5,15.0
1096,193,195,0.0
1097,193,61,0.0
1098,193,84,0.0
1099,193,5,9.0
1100,193,31,0.0
1101,193,83,0.0
1102,193,33,2.0
1103,193,184,3.0
1104,193,64,0.0
1105,193,36,6.0
1106,193,80,4.0
1107,194,24,0.0
1108,194,33,0.0
1109,194,36,4.0
1110,194,5,9.0
1111,194,64,3.0
1112,194,61,2.0
1113,194,195,0.0
1114,194,84,0.0
1115,194,184,1.0
1116,194,31,0.0
1117,194,80,0.0
1118,195,80,0.0
1119,195,36,2.0
1120,195,64,6.0
1121,195,33,0.0
1122,195,31,9.0
1123,195,24,0.0
1124,195,5,3.0
1125,195,195,0.0
1126,195,61,1.0
1127,195,184,0.0
1128,195,84,0.0
1129,196,184,4.0
1130,196,24,0.0
1131,196,80,2.0
1132,196,64,1.0
1133,196,61,0.0
1134,196,31,0.0
1135,196,33,0.0
1136,196,36,3.0
1137,196,5,9.0
1138,197,61,0.0
1139,197,33,0.0
1140,197,64,0.0
1141,197,196,0.0
1142,197,197,0.0
1143,197,80,2.0
1144,197,5,9.0
1145,197,24,6.0
1146,197,177,3.0
1147,197,0,1.0
1148,198,33,0.0
1149,198,0,2.0
1150,198,64,3.0
1151,198,5,6.0
1152,198,24,9.0
1153,198,177,0.0
1154,198,197,0.0
1155,198,61,0.0
1156,198,80,4.0
1157,199,80,0.0
1158,199,33,0.0
1159,199,64,0.0
1160,199,0,3.0
1161,199,177,2.0
1162,199,61,1.0
1163,199,24,9.0
1164,199,5,4.0
1165,199,197,6.0
1166,200,5,9.0
1167,200,64,6.0
1168,200,197,3.0
1169,200,61,2.0
1170,200,80,0.0
1171,200,198,0.0
1172,200,177,0.0
1173,200,0,0.0
1174,200,24,0.0
1175,200,33,0.0
1176,201,61,0.0
1177,201,80,2.0
1178,201,64,3.0
1179,201,177,4.0
1180,201,24,9.0
1181,201,0,0.0
1182,201,196,0.0
1183,201,197,0.0
1184,201,5,0.0
1185,201,33,0.0
1186,202,61,2.0
1187,202,80,0.0
1188,202,24,9.0
1189,202,197,6.0
1190,202,177,4.0
1191,202,64,0.0
1192,202,33,0.0
1193,202,5,0.0
1194,202,0,0.0
1195,202,196,0.0
1196,202,198,0.0
1197,203,196,0.0
1198,203,24,9.0
1199,203,5,4.0
1200,203,197,2.0
1201,203,61,0.0
1202,203,64,0.0
1203,203,177,0.0
1204,203,0,0.0
1205,203,80,0.0
1206,203,33,1.0
1207,204,24,0.0
1208,204,64,9.0
1209,204,196,0.0
1210,204,33,4.0
1211,204,61,0.0
1212,204,177,6.0
1213,204,5,0.0
1214,204,197,1.0
1215,204,0,0.0
1216,205,80,1.0
1217,205,61,3.0
1218,205,24,4.0
1219,205,197,6.0
1220,205,64,9.0
1221,205,0,0.0
1222,205,198,0.0
1223,205,33,0.0
1224,205,196,0.0
1225,205,5,0.0
1226,205,83,0.0
1227,206,80,0.0
1228,206,61,0.0
1229,206,33,0.0
1230,206,5,0.0
1231,206,64,0.0
1232,206,177,2.0
1233,206,0,4.0
1234,206,197,6.0
1235,206,24,9.0
1236,207,64,6.0
1237,207,177,0.0
1238,207,61,0.0
1239,207,196,0.0
1240,207,0,0.0
1241,207,5,1.0
1242,207,33,0.0
1243,207,80,0.0
1244,207,197,4.0
1245,207,24,9.0
1246,208,5,4.0
1247,208,61,2.0
1248,208,36,1.0
1249,208,33,0.0
1250,208,64,0.0
1251,208,31,0.0
1252,208,80,0.0
1253,208,24,9.0
1254,208,0,6.0
1255,209,0,9.0
1256,209,64,0.0
1257,209,61,0.0
1258,209,80,0.0
1259,209,24,0.0
1260,209,33,1.0
1261,209,36,2.0
1262,209,5,3.0
1263,209,31,6.0
1264,210,5,6.0
1265,210,64,0.0
1266,210,31,9.0
1267,210,0,2.0
1268,210,80,0.0
1269,210,33,0.0
1270,210,36,1.0
1271,210,24,0.0
1272,210,61,3.0
1273,211,64,9.0
1274,211,5,6.0
1275,211,31,4.0
1276,211,24,3.0
1277,211,0,2.0
1278,211,80,1.0
1279,211,61,0.0
1280,211,33,0.0
1281,211,36,0.0
1282,212,5,0.0
1283,212,79,0.0
1284,212,33,0.0
1285,212,64,0.0
1286,212,80,1.0
1287,212,36,2.0
1288,212,61,3.0
1289,212,0,4.0
1290,212,24,6.0
1291,212,31,9.0
1292,213,0,0.0
1293,213,61,1.0
1294,213,36,2.0
1295,213,80,4.0
1296,213,31,6.0
1297,213,24,9.0
1298,213,33,0.0
1299,213,5,0.0
1300,213,64,0.0
1301,214,64,0.0
1302,214,33,0.0
1303,214,24,6.0
1304,214,81,0.0
1305,214,79,0.0
1306,214,31,9.0
1307,214,0,4.0
1308,214,80,3.0
1309,214,36,0.0
1310,214,5,1.0
1311,214,61,0.0
1312,215,5,9.0
1313,215,36,4.0
1314,215,64,3.0
1315,215,33,1.0
1316,215,0,2.0
1317,215,61,0.0
1318,215,79,0.0
1319,215,31,0.0
1320,215,80,0.0
1321,215,24,0.0
1322,216,0,6.0
1323,216,79,0.0
1324,216,24,0.0
1325,216,64,1.0
1326,216,80,2.0
1327,216,61,3.0
1328,216,31,9.0
1329,216,36,0.0
1330,216,33,0.0
1331,216,82,0.0
1332,216,5,0.0
1333,217,0,4.0
1334,217,31,9.0
1335,217,61,6.0
1336,217,80,0.0
1337,217,33,2.0
1338,217,64,1.0
1339,217,36,0.0
1340,217,24,0.0
1341,217,79,0.0
1342,217,5,0.0
1343,218,61,0.0
1344,218,64,0.0
1345,218,31,0.0
1346,218,36,0.0
1347,218,80,1.0
1348,218,33,3.0
1349,218,0,10.0
1350,218,24,9.0
1351,218,5,2.0
1352,219,64,0.0
1353,219,80,0.0
1354,219,24,9.0
1355,219,36,3.0
1356,219,0,4.0
1357,219,31,0.0
1358,219,33,0.0
1359,219,61,0.0
